record_key,mouse_record,sex_group,version,annotator_a,annotator_b,n_frames_compared,accuracy,balanced_accuracy,macro_f1,cohen_kappa,mcc,ari,nmi
Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator1,annotator6,19638,0.9599755575924228,0.7225248139090241,0.7225297785272737,0.9392327529711626,0.9399918346082913,0.8778161089637961,0.8534459445954072
Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator1,annotator7,19638,0.9356349933801813,0.7058155971356969,0.7060015821911969,0.9023334156243858,0.9027352308986034,0.8080648825010796,0.7858755143423181
Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator1,annotator8,19638,0.9112435074854873,0.6902639079060169,0.6894112392938625,0.8654929625173675,0.866396456231973,0.7444238363794066,0.735990304763706
Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator2,annotator3,19638,0.9558509013137794,0.9604802104027454,0.9595140301400443,0.9330561703259121,0.9347328540624633,0.8642075173686042,0.8498541444287233
Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator2,annotator4,19638,0.9658824727568999,0.9700936218763759,0.9686141495815151,0.9482681656696832,0.948907870997891,0.8939600652749613,0.8708404271945859
Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator2,annotator5,19638,0.9646094306955901,0.9685407521387658,0.7256578569099583,0.9463334266558935,0.9472542059245351,0.890603306387145,0.8699336042247617
Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator2,annotator6,19638,0.9667990630410429,0.968742135382486,0.9691906006437571,0.9495347862407543,0.9499121441294084,0.8969776260828906,0.8685563642094608
Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator2,annotator7,19638,0.935584071697729,0.9409824335207074,0.9409677324910156,0.9022249919159322,0.9030026167612417,0.8071536139879915,0.7887148009845871
Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator2,annotator8,19638,0.9110907424381302,0.9203100490949173,0.9187592781083436,0.8652461177594457,0.8666875804680206,0.7432435996729622,0.7375560620345973
Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator3,annotator4,19638,0.9638456054588044,0.9678905789712197,0.9663575027932726,0.945152622281751,0.9454383066009814,0.888355942501598,0.8573185482070752
